amplicon	strand	treatment	sample	numerator	denominator	edited
chr3_130617464-130617687	+	untreated	NT_35dpi_114205_id4_S5	387	60295	0.006418442656936728
chr3_130617464-130617687	+	untreated	NT_35dpi_114206_id1_S6	381	57210	0.006659674882013634
chr3_144419940-144420160	+	BE39max	BE39max_35dpi_114200_id2_S7	356	66732	0.005334771923514955
chr3_144419940-144420160	+	BE39max	BE39max_35dpi_114202_id2_S9	379	69876	0.005423893754651096
chr3_144419940-144420160	+	BE39max	BE39max_35dpi_114202_id4_S10	335	66579	0.005031616575797173
chr3_144419940-144420160	+	BE39max	BE39max_35dpi_114203_id2_S11	412	68981	0.005972659138023514
chr3_144419940-144420160	+	BE39max	BE39max_35dpi_114203_id3_S12	365	68876	0.005299378593414251
chr3_144419940-144420160	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	318	70786	0.004492413754132173
chr3_144419940-144420160	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	306	58712	0.005211881727755825
chr3_144419940-144420160	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	330	66460	0.004965392717424014
chr3_144419940-144420160	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	347	70907	0.004893734046003921
chr3_144419940-144420160	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	312	66681	0.004678994016286499
chr3_144419940-144420160	+	untreated	NT_35dpi_112448_id3_S2	274	50597	0.005415340830484021
chr3_144419940-144420160	+	untreated	NT_35dpi_112453_id3_S1	304	60384	0.005034446210916799
chr3_144419940-144420160	+	untreated	NT_35dpi_114199_id2_S3	275	57592	0.00477496874565912
chr3_144419940-144420160	+	untreated	NT_35dpi_114205_id1_S4	347	64163	0.005408101242148902
chr3_144419940-144420160	+	untreated	NT_35dpi_114205_id4_S5	363	67744	0.005358408124704771
chr3_144419940-144420160	+	untreated	NT_35dpi_114206_id1_S6	393	76435	0.005141623601753124
chr3_66197543-66197786	+	BE39max	BE39max_35dpi_114200_id2_S7	652	98000	0.006653061224489796
chr3_66197543-66197786	+	BE39max	BE39max_35dpi_114202_id2_S9	715	106263	0.006728588502112683
chr3_66197543-66197786	+	BE39max	BE39max_35dpi_114202_id4_S10	637	98190	0.00648742234443426
chr3_66197543-66197786	+	BE39max	BE39max_35dpi_114203_id2_S11	675	97092	0.006952169076751946
chr3_66197543-66197786	+	BE39max	BE39max_35dpi_114203_id3_S12	579	84643	0.006840494783975048
chr3_66197543-66197786	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	837	126962	0.00659252374726296
chr3_66197543-66197786	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	740	113480	0.0065209728586535076
chr3_66197543-66197786	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	690	113082	0.006101766859447127
chr3_66197543-66197786	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	760	118963	0.0063885409749249765
chr3_66197543-66197786	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	684	105776	0.0064664952352140375
chr3_66197543-66197786	+	untreated	NT_35dpi_112448_id3_S2	658	98114	0.006706484293780704
chr3_66197543-66197786	+	untreated	NT_35dpi_112453_id3_S1	731	104897	0.0069687407647501835
chr3_66197543-66197786	+	untreated	NT_35dpi_114199_id2_S3	692	96948	0.007137847093287123
chr3_66197543-66197786	+	untreated	NT_35dpi_114205_id1_S4	632	88655	0.007128757543285771
chr3_66197543-66197786	+	untreated	NT_35dpi_114205_id4_S5	713	100103	0.007122663656433873
chr3_66197543-66197786	+	untreated	NT_35dpi_114206_id1_S6	625	88880	0.007031953195319532
chr3_99181763-99181992	-	BE39max	BE39max_35dpi_114200_id2_S7	342	28041	0.012196426660960736
chr3_99181763-99181992	-	BE39max	BE39max_35dpi_114202_id2_S9	466	36213	0.01286830696158838
chr3_99181763-99181992	-	BE39max	BE39max_35dpi_114202_id4_S10	423	32778	0.012904997254255904
chr3_99181763-99181992	-	BE39max	BE39max_35dpi_114203_id2_S11	410	32427	0.012643784500570512
chr3_99181763-99181992	-	BE39max	BE39max_35dpi_114203_id3_S12	265	23094	0.011474841950290119
chr3_99181763-99181992	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	508	42653	0.011910064942676952
chr3_99181763-99181992	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	481	40668	0.01182748106619455
chr3_99181763-99181992	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	482	36942	0.013047479833252124
chr3_99181763-99181992	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	503	39888	0.0126103088648215
chr3_99181763-99181992	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	377	29825	0.012640402347024309
chr3_99181763-99181992	-	untreated	NT_35dpi_112448_id3_S2	438	36356	0.012047529981296072
chr3_99181763-99181992	-	untreated	NT_35dpi_112453_id3_S1	388	31772	0.012212010575349364
chr3_99181763-99181992	-	untreated	NT_35dpi_114199_id2_S3	475	34654	0.013706931378773013
chr3_99181763-99181992	-	untreated	NT_35dpi_114205_id1_S4	393	31179	0.012604637736938325
chr3_99181763-99181992	-	untreated	NT_35dpi_114205_id4_S5	433	33530	0.012913808529674917
chr3_99181763-99181992	-	untreated	NT_35dpi_114206_id1_S6	295	26308	0.01121331914246617
chr4_114264418-114264587	+	BE39max	BE39max_35dpi_114200_id2_S7	452	39958	0.011311877471344912
chr4_114264418-114264587	+	BE39max	BE39max_35dpi_114202_id2_S9	309	26713	0.011567401639651106
chr4_114264418-114264587	+	BE39max	BE39max_35dpi_114202_id4_S10	338	28638	0.011802500174593198
chr4_114264418-114264587	+	BE39max	BE39max_35dpi_114203_id2_S11	274	22514	0.012170205205649818
chr4_114264418-114264587	+	BE39max	BE39max_35dpi_114203_id3_S12	476	34333	0.013864212273905573
chr4_114264418-114264587	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	442	35494	0.01245280892545219
chr4_114264418-114264587	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	520	37275	0.013950368879946344
chr4_114264418-114264587	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	614	39652	0.015484717038232624
chr4_114264418-114264587	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	542	38251	0.014169564194400146
chr4_114264418-114264587	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	584	34756	0.01680285418345034
chr4_114264418-114264587	+	untreated	NT_35dpi_112448_id3_S2	520	31138	0.016699852270537607
chr4_114264418-114264587	+	untreated	NT_35dpi_112453_id3_S1	697	32905	0.021182191156359217
chr4_114264418-114264587	+	untreated	NT_35dpi_114199_id2_S3	605	29114	0.020780380572920244
chr4_114264418-114264587	+	untreated	NT_35dpi_114205_id1_S4	320	25926	0.012342821877651778
chr4_114264418-114264587	+	untreated	NT_35dpi_114205_id4_S5	469	32005	0.014653960318700202
chr4_114264418-114264587	+	untreated	NT_35dpi_114206_id1_S6	475	30815	0.015414570825896479
chr4_129686058-129686303	-	BE39max	BE39max_35dpi_114200_id2_S7	333	48329	0.006890272921020505
chr4_129686058-129686303	-	BE39max	BE39max_35dpi_114202_id2_S9	363	55060	0.006592807845986197
chr4_129686058-129686303	-	BE39max	BE39max_35dpi_114202_id4_S10	368	53910	0.006826191801150065
chr4_129686058-129686303	-	BE39max	BE39max_35dpi_114203_id2_S11	373	55263	0.006749543093932649
chr4_129686058-129686303	-	BE39max	BE39max_35dpi_114203_id3_S12	332	49165	0.006752771280382386
chr4_129686058-129686303	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	403	53464	0.007537782433039054
chr4_129686058-129686303	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	283	45755	0.006185116380723418
chr4_129686058-129686303	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	305	48320	0.006312086092715232
chr4_129686058-129686303	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	335	50974	0.006571977871071527
chr4_129686058-129686303	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	276	43909	0.0062857272996424424
chr4_129686058-129686303	-	untreated	NT_35dpi_112448_id3_S2	259	36150	0.007164591977869986
chr4_129686058-129686303	-	untreated	NT_35dpi_112453_id3_S1	305	43043	0.007085937318495458
chr4_129686058-129686303	-	untreated	NT_35dpi_114199_id2_S3	276	41908	0.006585854729407273
chr4_129686058-129686303	-	untreated	NT_35dpi_114205_id1_S4	363	51983	0.006983052151664967
chr4_129686058-129686303	-	untreated	NT_35dpi_114205_id4_S5	343	52416	0.006543803418803419
chr4_129686058-129686303	-	untreated	NT_35dpi_114206_id1_S6	310	49104	0.006313131313131313
chr4_132720742-132720915	+	BE39max	BE39max_35dpi_114200_id2_S7	323	52473	0.006155546662092886
chr4_132720742-132720915	+	BE39max	BE39max_35dpi_114202_id2_S9	320	50987	0.00627610959656383
chr4_132720742-132720915	+	BE39max	BE39max_35dpi_114202_id4_S10	323	53985	0.005983143465777531
chr4_132720742-132720915	+	BE39max	BE39max_35dpi_114203_id2_S11	245	45993	0.005326897571369556
chr4_132720742-132720915	+	BE39max	BE39max_35dpi_114203_id3_S12	290	49170	0.005897905226764287
chr4_132720742-132720915	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	340	55814	0.006091661590282008
chr4_132720742-132720915	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	336	52538	0.00639537096958392
chr4_132720742-132720915	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	339	55211	0.006140080781003785
chr4_132720742-132720915	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	323	52046	0.006206048495561618
chr4_132720742-132720915	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	304	47420	0.00641079713201181
chr4_132720742-132720915	+	untreated	NT_35dpi_112448_id3_S2	236	41878	0.005635417164143465
chr4_132720742-132720915	+	untreated	NT_35dpi_112453_id3_S1	243	45758	0.005310546789632414
chr4_132720742-132720915	+	untreated	NT_35dpi_114199_id2_S3	241	44478	0.005418409101128648
chr4_132720742-132720915	+	untreated	NT_35dpi_114205_id1_S4	298	46950	0.006347177848775293
chr4_132720742-132720915	+	untreated	NT_35dpi_114205_id4_S5	265	52006	0.005095565896242741
chr4_132720742-132720915	+	untreated	NT_35dpi_114206_id1_S6	331	49061	0.006746703083915942
chr4_138605179-138605335	+	BE39max	BE39max_35dpi_114200_id2_S7	221	47260	0.004676258992805755
chr4_138605179-138605335	+	BE39max	BE39max_35dpi_114202_id2_S9	180	41776	0.004308693986978169
chr4_138605179-138605335	+	BE39max	BE39max_35dpi_114202_id4_S10	230	47804	0.0048113128608484644
chr4_138605179-138605335	+	BE39max	BE39max_35dpi_114203_id2_S11	188	36800	0.005108695652173913
chr4_138605179-138605335	+	BE39max	BE39max_35dpi_114203_id3_S12	240	49005	0.004897459442913988
chr4_138605179-138605335	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	234	53560	0.004368932038834952
chr4_138605179-138605335	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	227	51022	0.004449061189290894
chr4_138605179-138605335	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	247	53873	0.004584856978449316
chr4_138605179-138605335	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	241	49901	0.004829562533816958
chr4_138605179-138605335	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	245	50145	0.004885831089839466
chr4_138605179-138605335	+	untreated	NT_35dpi_112448_id3_S2	170	39228	0.004333639237279494
chr4_138605179-138605335	+	untreated	NT_35dpi_112453_id3_S1	215	44899	0.0047885253569121804
chr4_138605179-138605335	+	untreated	NT_35dpi_114199_id2_S3	177	41050	0.0043118148599269185
chr4_138605179-138605335	+	untreated	NT_35dpi_114205_id1_S4	200	39667	0.005041974437189603
chr4_138605179-138605335	+	untreated	NT_35dpi_114205_id4_S5	237	52089	0.004549904970339227
chr4_138605179-138605335	+	untreated	NT_35dpi_114206_id1_S6	196	46789	0.004189018786466905
chr4_152306772-152307012	-	BE39max	BE39max_35dpi_114200_id2_S7	944	95929	0.009840611285429849
chr4_152306772-152307012	-	BE39max	BE39max_35dpi_114202_id2_S9	899	96106	0.009354254677127338
chr4_152306772-152307012	-	BE39max	BE39max_35dpi_114202_id4_S10	1071	104543	0.010244588351204767
chr4_152306772-152307012	-	BE39max	BE39max_35dpi_114203_id2_S11	965	94532	0.010208183472263361
chr4_152306772-152307012	-	BE39max	BE39max_35dpi_114203_id3_S12	867	97294	0.008911135321808128
chr4_152306772-152307012	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	834	90540	0.009211398277004639
chr4_152306772-152307012	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	769	77637	0.009905071035717505
chr4_152306772-152307012	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	828	84327	0.009818919207371305
chr4_152306772-152307012	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	885	92276	0.00959079283887468
chr4_152306772-152307012	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	799	80552	0.009919058496375012
chr4_152306772-152307012	-	untreated	NT_35dpi_112448_id3_S2	643	63971	0.010051429554016663
chr4_152306772-152307012	-	untreated	NT_35dpi_112453_id3_S1	764	75376	0.010135852260666526
chr4_152306772-152307012	-	untreated	NT_35dpi_114199_id2_S3	709	71208	0.009956746432985058
chr4_152306772-152307012	-	untreated	NT_35dpi_114205_id1_S4	942	89975	0.010469574881911642
chr4_152306772-152307012	-	untreated	NT_35dpi_114205_id4_S5	1005	100301	0.010019840280754928
chr4_152306772-152307012	-	untreated	NT_35dpi_114206_id1_S6	917	94488	0.00970493607653882
chr4_53567961-53568166	-	BE39max	BE39max_35dpi_114200_id2_S7	456	73895	0.006170918194735774
chr4_53567961-53568166	-	BE39max	BE39max_35dpi_114202_id2_S9	495	71630	0.006910512355158454
chr4_53567961-53568166	-	BE39max	BE39max_35dpi_114202_id4_S10	412	66447	0.006200430418228061
chr4_53567961-53568166	-	BE39max	BE39max_35dpi_114203_id2_S11	517	71924	0.007188143039875424
chr4_53567961-53568166	-	BE39max	BE39max_35dpi_114203_id3_S12	419	63362	0.006612796313247688
chr4_53567961-53568166	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	588	90261	0.006514441453119287
chr4_53567961-53568166	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	563	81898	0.006874404747368678
chr4_53567961-53568166	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	517	78227	0.006608971327035422
chr4_53567961-53568166	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	548	82615	0.0066331779943109605
chr4_53567961-53568166	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	551	74708	0.007375381485249237
chr4_53567961-53568166	-	untreated	NT_35dpi_112448_id3_S2	445	66766	0.006665069047119792
chr4_53567961-53568166	-	untreated	NT_35dpi_112453_id3_S1	501	75979	0.006593927269377064
chr4_53567961-53568166	-	untreated	NT_35dpi_114199_id2_S3	454	69321	0.006549241932459139
chr4_53567961-53568166	-	untreated	NT_35dpi_114205_id1_S4	388	66149	0.005865545964413672
chr4_53567961-53568166	-	untreated	NT_35dpi_114205_id4_S5	400	68206	0.005864586693252793
chr4_53567961-53568166	-	untreated	NT_35dpi_114206_id1_S6	470	72978	0.0064402970758310725
chr4_85947221-85947405	+	BE39max	BE39max_35dpi_114200_id2_S7	237	43056	0.005504459308807135
chr4_85947221-85947405	+	BE39max	BE39max_35dpi_114202_id2_S9	299	49978	0.005982632358237624
chr4_85947221-85947405	+	BE39max	BE39max_35dpi_114202_id4_S10	279	48240	0.005783582089552239
chr4_85947221-85947405	+	BE39max	BE39max_35dpi_114203_id2_S11	274	46963	0.005834380256797905
chr4_85947221-85947405	+	BE39max	BE39max_35dpi_114203_id3_S12	206	37138	0.005546879207280952
chr4_85947221-85947405	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	350	60739	0.005762360262763628
chr4_85947221-85947405	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	341	62195	0.00548275584854088
chr4_85947221-85947405	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	320	56656	0.005648121999435188
chr4_85947221-85947405	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	309	56875	0.005432967032967033
chr4_85947221-85947405	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	284	44517	0.006379585326953748
chr4_85947221-85947405	+	untreated	NT_35dpi_112448_id3_S2	297	48977	0.006064070890417952
chr4_85947221-85947405	+	untreated	NT_35dpi_112453_id3_S1	289	46661	0.006193609223977197
chr4_85947221-85947405	+	untreated	NT_35dpi_114199_id2_S3	274	46706	0.005866483963516465
chr4_85947221-85947405	+	untreated	NT_35dpi_114205_id1_S4	246	42134	0.005838515213366877
chr4_85947221-85947405	+	untreated	NT_35dpi_114205_id4_S5	272	48342	0.005626577303380084
chr4_85947221-85947405	+	untreated	NT_35dpi_114206_id1_S6	208	39673	0.005242860383636226
chr5_105817455-105817620	-	BE39max	BE39max_35dpi_114200_id2_S7	113	30497	0.0037052824868019805
chr5_105817455-105817620	-	BE39max	BE39max_35dpi_114202_id2_S9	128	33744	0.003793266951161688
chr5_105817455-105817620	-	BE39max	BE39max_35dpi_114202_id4_S10	123	34377	0.0035779736451697357
chr5_105817455-105817620	-	BE39max	BE39max_35dpi_114203_id2_S11	107	33258	0.0032172710325335256
chr5_105817455-105817620	-	BE39max	BE39max_35dpi_114203_id3_S12	116	33895	0.0034223336775335597
chr5_105817455-105817620	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	139	34592	0.00401827012025902
chr5_105817455-105817620	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	136	34219	0.003974400187030597
chr5_105817455-105817620	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	133	36727	0.0036213140196585617
chr5_105817455-105817620	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	135	34168	0.003951065324280028
chr5_105817455-105817620	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	91	25907	0.0035125641718454473
chr5_105817455-105817620	-	untreated	NT_35dpi_112448_id3_S2	105	28028	0.0037462537462537465
chr5_105817455-105817620	-	untreated	NT_35dpi_112453_id3_S1	91	27961	0.003254533099674547
chr5_105817455-105817620	-	untreated	NT_35dpi_114199_id2_S3	116	29030	0.003995866345160179
chr5_105817455-105817620	-	untreated	NT_35dpi_114205_id1_S4	117	30847	0.0037929134113528057
chr5_105817455-105817620	-	untreated	NT_35dpi_114205_id4_S5	121	34672	0.0034898477157360407
chr5_105817455-105817620	-	untreated	NT_35dpi_114206_id1_S6	126	33251	0.0037893597185047066
chr5_119220086-119220275	-	BE39max	BE39max_35dpi_114200_id2_S7	274	73039	0.003751420473993346
chr5_119220086-119220275	-	BE39max	BE39max_35dpi_114202_id2_S9	247	65751	0.0037565968578424664
chr5_119220086-119220275	-	BE39max	BE39max_35dpi_114202_id4_S10	262	69148	0.003788974373806907
chr5_119220086-119220275	-	BE39max	BE39max_35dpi_114203_id2_S11	248	60124	0.004124808728627504
chr5_119220086-119220275	-	BE39max	BE39max_35dpi_114203_id3_S12	244	72108	0.003383813169135186
chr5_119220086-119220275	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	280	78002	0.0035896515473962205
chr5_119220086-119220275	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	275	76275	0.003605375286791216
chr5_119220086-119220275	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	259	73696	0.003514437689969605
chr5_119220086-119220275	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	310	73516	0.004216769138690897
chr5_119220086-119220275	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	254	66266	0.0038330365496634777
chr5_119220086-119220275	-	untreated	NT_35dpi_112448_id3_S2	213	60788	0.0035039810488912285
chr5_119220086-119220275	-	untreated	NT_35dpi_112453_id3_S1	238	67186	0.0035424046676390914
chr5_119220086-119220275	-	untreated	NT_35dpi_114199_id2_S3	264	60024	0.004398240703718513
chr5_119220086-119220275	-	untreated	NT_35dpi_114205_id1_S4	207	57804	0.0035810670541831014
chr5_119220086-119220275	-	untreated	NT_35dpi_114205_id4_S5	250	74183	0.003370044349783643
chr5_119220086-119220275	-	untreated	NT_35dpi_114206_id1_S6	215	66461	0.003234979913031703
chr5_123457646-123457835	+	BE39max	BE39max_35dpi_114200_id2_S7	132	52380	0.0025200458190148913
chr5_123457646-123457835	+	BE39max	BE39max_35dpi_114202_id2_S9	144	56410	0.0025527388760858004
chr5_123457646-123457835	+	BE39max	BE39max_35dpi_114202_id4_S10	182	55699	0.0032675631519416865
chr5_123457646-123457835	+	BE39max	BE39max_35dpi_114203_id2_S11	101	51661	0.001955053134859952
chr5_123457646-123457835	+	BE39max	BE39max_35dpi_114203_id3_S12	120	50507	0.002375908289940008
chr5_123457646-123457835	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	186	63509	0.002928718764269631
chr5_123457646-123457835	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	161	59019	0.002727935071756553
chr5_123457646-123457835	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	139	56262	0.002470584053179766
chr5_123457646-123457835	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	170	58994	0.002881648981252331
chr5_123457646-123457835	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	132	52032	0.00253690036900369
chr5_123457646-123457835	+	untreated	NT_35dpi_112448_id3_S2	118	47823	0.002467431988792004
chr5_123457646-123457835	+	untreated	NT_35dpi_112453_id3_S1	108	52419	0.0020603216391003264
chr5_123457646-123457835	+	untreated	NT_35dpi_114199_id2_S3	141	49064	0.0028737974889939673
chr5_123457646-123457835	+	untreated	NT_35dpi_114205_id1_S4	119	49288	0.002414380782340529
chr5_123457646-123457835	+	untreated	NT_35dpi_114205_id4_S5	156	56276	0.002772052029284242
chr5_123457646-123457835	+	untreated	NT_35dpi_114206_id1_S6	134	50384	0.0026595744680851063
chr5_136040022-136040183	-	BE39max	BE39max_35dpi_114200_id2_S7	81	18148	0.004463301741238704
chr5_136040022-136040183	-	BE39max	BE39max_35dpi_114202_id2_S9	95	21824	0.004353005865102639
chr5_136040022-136040183	-	BE39max	BE39max_35dpi_114202_id4_S10	111	23394	0.004744806360605283
chr5_136040022-136040183	-	BE39max	BE39max_35dpi_114203_id2_S11	98	21637	0.004529278550630864
chr5_136040022-136040183	-	BE39max	BE39max_35dpi_114203_id3_S12	129	31702	0.004069143902592896
chr5_136040022-136040183	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	134	26786	0.005002613305458075
chr5_136040022-136040183	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	140	29392	0.0047632008709853025
chr5_136040022-136040183	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	116	28122	0.004124884432117204
chr5_136040022-136040183	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	116	24384	0.004757217847769029
chr5_136040022-136040183	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	111	26148	0.00424506654428637
chr5_136040022-136040183	-	untreated	NT_35dpi_112448_id3_S2	94	21034	0.004468955025197299
chr5_136040022-136040183	-	untreated	NT_35dpi_112453_id3_S1	93	26044	0.0035708800491475964
chr5_136040022-136040183	-	untreated	NT_35dpi_114199_id2_S3	97	23813	0.004073405282828707
chr5_136040022-136040183	-	untreated	NT_35dpi_114205_id1_S4	103	22437	0.004590631546106877
chr5_136040022-136040183	-	untreated	NT_35dpi_114205_id4_S5	115	28230	0.004073680481756996
chr5_136040022-136040183	-	untreated	NT_35dpi_114206_id1_S6	122	26434	0.004615268215177423
chr5_27480436-27480617	-	BE39max	BE39max_35dpi_114200_id2_S7	142	28612	0.004962952607297637
chr5_27480436-27480617	-	BE39max	BE39max_35dpi_114202_id2_S9	121	28477	0.00424904308740387
chr5_27480436-27480617	-	BE39max	BE39max_35dpi_114202_id4_S10	107	28283	0.0037831913163384363
chr5_27480436-27480617	-	BE39max	BE39max_35dpi_114203_id2_S11	133	25620	0.005191256830601093
chr5_27480436-27480617	-	BE39max	BE39max_35dpi_114203_id3_S12	124	25751	0.004815346976816434
chr5_27480436-27480617	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	169	33542	0.005038459245125514
chr5_27480436-27480617	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	134	30790	0.0043520623579084115
chr5_27480436-27480617	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	139	32104	0.004329678544729629
chr5_27480436-27480617	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	178	31624	0.00562863647862383
chr5_27480436-27480617	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	129	29788	0.004330602927353297
chr5_27480436-27480617	-	untreated	NT_35dpi_112448_id3_S2	119	24582	0.004840940525587829
chr5_27480436-27480617	-	untreated	NT_35dpi_112453_id3_S1	129	28505	0.004525521838273987
chr5_27480436-27480617	-	untreated	NT_35dpi_114199_id2_S3	109	25395	0.004292183500689112
chr5_27480436-27480617	-	untreated	NT_35dpi_114205_id1_S4	134	26133	0.005127616423678874
chr5_27480436-27480617	-	untreated	NT_35dpi_114205_id4_S5	133	26233	0.005069950062897876
chr5_27480436-27480617	-	untreated	NT_35dpi_114206_id1_S6	155	27163	0.005706291646725325
chr5_28083542-28083704	+	BE39max	BE39max_35dpi_114200_id2_S7	40	6983	0.0057281970499785196
chr5_28083542-28083704	+	BE39max	BE39max_35dpi_114202_id2_S9	46	7979	0.0057651334753728535
chr5_28083542-28083704	+	BE39max	BE39max_35dpi_114202_id4_S10	52	8475	0.006135693215339233
chr5_28083542-28083704	+	BE39max	BE39max_35dpi_114203_id2_S11	40	6827	0.0058590889116742345
chr5_28083542-28083704	+	BE39max	BE39max_35dpi_114203_id3_S12	36	7703	0.004673503829676749
chr5_28083542-28083704	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	63	9375	0.00672
chr5_28083542-28083704	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	51	8518	0.005987320967363231
chr5_28083542-28083704	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	65	9537	0.0068155604487784415
chr5_28083542-28083704	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	34	9536	0.0035654362416107383
chr5_28083542-28083704	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	51	8263	0.006172092460365485
chr5_28083542-28083704	+	untreated	NT_35dpi_112448_id3_S2	36	7046	0.00510928186204939
chr5_28083542-28083704	+	untreated	NT_35dpi_112453_id3_S1	31	7073	0.004382864413968613
chr5_28083542-28083704	+	untreated	NT_35dpi_114199_id2_S3	33	7448	0.004430719656283566
chr5_28083542-28083704	+	untreated	NT_35dpi_114205_id1_S4	45	7752	0.005804953560371517
chr5_28083542-28083704	+	untreated	NT_35dpi_114205_id4_S5	38	8234	0.004615010930289046
chr5_28083542-28083704	+	untreated	NT_35dpi_114206_id1_S6	31	8092	0.0038309441423628274
chr5_67214627-67214846	+	BE39max	BE39max_35dpi_114200_id2_S7	504	112535	0.004478606655707113
chr5_67214627-67214846	+	BE39max	BE39max_35dpi_114202_id2_S9	402	89229	0.0045052617422586825
chr5_67214627-67214846	+	BE39max	BE39max_35dpi_114202_id4_S10	349	89598	0.003895176231612313
chr5_67214627-67214846	+	BE39max	BE39max_35dpi_114203_id2_S11	322	83722	0.0038460619669859774
chr5_67214627-67214846	+	BE39max	BE39max_35dpi_114203_id3_S12	344	86682	0.00396852864493205
chr5_67214627-67214846	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	465	103066	0.0045116721324200025
chr5_67214627-67214846	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	477	109239	0.004366572377996869
chr5_67214627-67214846	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	405	96191	0.004210373111829589
chr5_67214627-67214846	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	421	92181	0.004567101680389668
